,channel_title,video_id,title,description,publishedAt,duration_iso,duration_seconds,duration_hms,url
34,The New York Times,mfSn_eeVF50,ICE Agents Arrest NYC Mayoral Candidate,"Brad Lander, the New York City comptroller who is running for mayor, was arrested by ICE agents after he tried to steer a migrant out of the building to avoid his arrest. Lander was released several hours later on Tuesday afternoon.
#BradLander #NYC #immigration #ICE

Read the story here: https://nyti.ms/4jSzjcw
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-17T22:15:03Z,PT56S,56,0:00:56,https://www.youtube.com/watch?v=mfSn_eeVF50
35,The New York Times,1f_G5hCRGWc,Caught in the Air India Crash With ‘No Time to Run’,"Akash Patni, 14, was dropping off lunch for his mother, who ran a tea stall, when an Air India plane crashed into a nearby building, taking his life and the family’s main source of income.

Read the story here: https://nyti.ms/45ne9Qh
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-17T20:15:00Z,PT1M43S,103,0:01:43,https://www.youtube.com/watch?v=1f_G5hCRGWc
36,The New York Times,kOtmlVIIpUA,"Suspect Targeted 2 More Lawmakers, Prosecutors Say","State and federal officials announced charges, including murder, stalking and firearms offenses against a man who has been accused of assassinating a Minnesota state lawmaker and injuring another during multiple shootings. #minnesota

Read the story here: https://nyti.ms/3SWUbnY
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-17T00:15:05Z,PT2M25S,145,0:02:25,https://www.youtube.com/watch?v=kOtmlVIIpUA
37,The New York Times,2BChEWFtCgA,Deadly Iran-Israel Strikes on Fourth Day of Conflict,"Iran’s deadly strike on Monday hit Israeli residential buildings and energy infrastructure, and Israel has since expanded its attacks on Iran. The war is in its fourth day now, with civilian casualties climbing on both sides. #Iran #Israel #middleeast

Read the story here: https://nyti.ms/44rfHXt
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-16T19:00:04Z,PT1M17S,77,0:01:17,https://www.youtube.com/watch?v=2BChEWFtCgA
38,The New York Times,6cTzLDpNIA0,How Trump’s Talk of Protesters Breaks From History,"President Trump has lumped together violent and peaceful protesters when speaking about the demonstrations in Los Angeles. David Sanger, a White House correspondent for The New York Times, explains.

Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-16T15:00:11Z,PT2M44S,164,0:02:44,https://www.youtube.com/watch?v=6cTzLDpNIA0
39,The New York Times,TFdTjJCDw6w,Israel Launches New Round of Strikes at Iran,"Israel and Iran traded attacks late into Sunday night, as the three days of fighting intensified on both sides despite international pleas for de-escalation. Iranians and Israelis have been bracing for further violence. Read more at the link in our bio. #israel #iran

Read the story here: https://nyti.ms/4n2TzLl
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-16T13:38:01Z,PT2M12S,132,0:02:12,https://www.youtube.com/watch?v=TFdTjJCDw6w
40,The New York Times,V5aR397aAg8,‘No Kings’ Protests Contrast With Trump’s Parade,"Protesters organizing under the slogan ""No Kings,"" calling for protecting American democracy from President Trump, filled plazas, streets and parks across the U.S. on Saturday, the same day that Trump held a military parade in Washington, which coincided with his 79th birthday. #NoKings #Trump #Protest

Read the story here: https://nyti.ms/408X8Wn
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-15T18:00:31Z,PT1M11S,71,0:01:11,https://www.youtube.com/watch?v=V5aR397aAg8
41,The New York Times,a60iTQWGVL4,Minnesota Lawmaker Is Assassinated,"Officials in Minnesota were searching for the person who shot and killed State Representative Melissa Hortman and her husband in their home, in what Gov. Tim Walz described as a politically motivated attack. The suspect also shot and injured another Democratic lawmaker and his wife. Follow live updates. #minnesota #melissahortman #timwalz

Read the story here: https://nyti.ms/4kLHwR2
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-14T20:47:00Z,PT1M42S,102,0:01:42,https://www.youtube.com/watch?v=a60iTQWGVL4
42,The New York Times,t9HFKXmtDQU,Families of Air India Crash Victims Seek Answers,"Rizwan Vahora lost three relatives in the Air India flight that crashed on Thursday, killing more than 260 people. He joined other grieving family members at the hospital in Ahmedabad to give DNA samples to help identify the badly damaged bodies. Video by Nailah Morgan, Karan Deep Singh, Meg Felling and Raunaq Chopra/The New York Times #AirIndia #Ahmedabad

Read the story here: https://nyti.ms/4kJZgwf
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-14T18:31:16Z,PT1M42S,102,0:01:42,https://www.youtube.com/watch?v=t9HFKXmtDQU
43,The New York Times,hBo9T2qq52c,Iranian Missiles Hit Tel Aviv After Israeli Strikes on Nuclear Sites,"Iranian ballistic missiles struck at least seven sites around Tel Aviv on Friday night, hours after waves of Israeli strikes devastated Tehran’s military chain of command and hit critical nuclear facilities. Attacks continued on Saturday morning, with Iran reporting dozens of people killed and Israel reporting about 20 people wounded, some seriously.

Missiles and drones flew in both directions as Israel said its military campaign, called “Rising Lion,” would continue for days, if not longer. Iran said its response was not over.

Follow live updates: https://nyti.ms/4jLx3nm
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-13T23:50:00Z,PT1M15S,75,0:01:15,https://www.youtube.com/watch?v=hBo9T2qq52c
44,The New York Times,M40SfHyuITE,Sole Survivor of Air India Crash Says How He Survived,"Read the story here: https://nyti.ms/3HDN3KV
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-13T20:30:02Z,PT1M53S,113,0:01:53,https://www.youtube.com/watch?v=M40SfHyuITE
45,The New York Times,vF-bcTejHyI,Watch Dakota Johnson and Pedro Pascal Spark in ‘Materialists’ | Anatomy of a Scene,"A meet-cute, an intriguing drink order and a stealth character in the background make for a clever scene in Celine Song’s latest film, “Materialists.” Narrating this sequence, the writer-director said she chose this particular scene to discuss for this series “because it’s the first scene that I wrote.”

In it, Harry, played by Pedro Pascal, is at the reception following his brother’s wedding. He rearranges his name card so he can sit next to Lucy (Dakota Johnson), a matchmaker he quickly starts to hit on.

Discussing the scene, Song said she wanted the camera to settle on a long two-shot, in which Lucy and Harry have a thoughtful conversation.

“This really reflects how incredible my actors are,” she said, “because we’re really treating them like they’re theater actors having to have a whole conversation while sitting in this two-shot.”

During that discussion, Song adds to the narrative with a background moment, a quick introduction of the film’s third lead, John (Chris Evans), who walks through the frame while the two are talking.

“I really did want the sound design and the way that he walks by to be something that is maybe not easy to spot in the first watch, but it’s a bit of a secret.”

That moment pays off when Lucy tells Harry her drink order toward the end of the scene.

Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-13T15:01:24Z,PT3M52S,232,0:03:52,https://www.youtube.com/watch?v=vF-bcTejHyI
46,The New York Times,_WM8xmH0XfY,Israel Strikes Iran,"Israel launched a stunning series of strikes against Iran on Friday morning, targeting the country’s nuclear program and killing three of the nation’s security chiefs. The wide-ranging attack prompted fears that tensions between the heavily armed rivals were spiraling into a full-blown regional war. #Israel #Iran

Read the story here: https://nyti.ms/4jLx3nm
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-13T13:45:05Z,PT1M6S,66,0:01:06,https://www.youtube.com/watch?v=_WM8xmH0XfY
47,The New York Times,6JutZN01pnM,Federal Agents Force U.S. Senator to Floor After He Interrupts Noem,"Senator Alex Padilla, Democrat of California, was forcibly removed from a news conference being held by Kristi Noem, the Homeland Security secretary, and handcuffed on Thursday after he pushed past guards at a federal building in West Los Angeles. #AlexPadilla #KristiNoem #California #LosAngeles #immigration 

Read the story here: https://nyti.ms/45T74qJ
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-12T22:00:06Z,PT1M26S,86,0:01:26,https://www.youtube.com/watch?v=6JutZN01pnM
48,The New York Times,5blnh7Bzbks,Air India Jet Descends Before Crash,"A London-bound Boeing Dreamliner went down moments after takeoff in Ahmedabad, India, with 242 people aboard. A widely shared video showed the plane descending over buildings with its nose pointed upward, an unusual position.

Read the story here: https://nyti.ms/4dWKz6g
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-12T17:00:06Z,PT1M15S,75,0:01:15,https://www.youtube.com/watch?v=5blnh7Bzbks
49,The New York Times,_vL5IyPveUA,Over 200 People Dead in Air India Crash,"More than 200 people were killed when an Air India flight bound for London crashed into a medical college shortly after taking off in the western Indian city of Ahmedabad on Thursday, the city police commissioner said. #Ahmedabad #India

Read the story here: https://nyti.ms/3Tl6H0B
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-12T14:07:00Z,PT1M10S,70,0:01:10,https://www.youtube.com/watch?v=_vL5IyPveUA
50,The New York Times,jFgv0_1oi4Q,Ambulance Crew and Photographer Dead in Gaza,"Three paramedics and a photographer with them were killed late Monday in Gaza. Among the medics killed was Hussein Mohsen, who was interviewed by The New York Times last month after rescuing two 5-year-old girls from the aftermath of an Israeli strike.

Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-12T00:00:45Z,PT1M35S,95,0:01:35,https://www.youtube.com/watch?v=jFgv0_1oi4Q
51,The New York Times,n_UxBqPh8Q0,Why California Says Trump’s Military Deployment Is Illegal,"California has sued the Trump administration over its move to deploy troops to Los Angeles. Eric Schmitt, our national security correspondent, explains the laws governing the use of American troops on U.S. soil.

#LosAngeles #California #NationalGuard #Marines #Trump

Read the story here: https://nyti.ms/3HD44ov
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-11T22:30:08Z,PT2M39S,159,0:02:39,https://www.youtube.com/watch?v=n_UxBqPh8Q0
52,The New York Times,1qMNMbce6CU,Curfew Imposed in Los Angeles,"Cities across the U.S. are bracing for a new round of immigration protests on Wednesday after the Los Angeles mayor imposed an overnight curfew downtown and Governor Gavin Newsom of California blamed President Trump for unrest that began with deportation raids last week. #losangeles #LA #protests #california #curfew

Read the story here: https://nyti.ms/4dUyRce
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-11T14:00:04Z,PT1M21S,81,0:01:21,https://www.youtube.com/watch?v=1qMNMbce6CU
53,The New York Times,NgANlgHaM6Y,Newsom Says Trump Is Destroying American Democracy,"Gov. Gavin Newsom of California made the case in a televised address Tuesday evening that President Trump’s decisions to send military forces to immigration protests in Los Angeles have put the U.S. at the precipice of authoritarianism.

“Democracy is under assault right before our eyes — the moment we’ve feared has arrived,” he said in the speech.

Newsom spoke on the fifth day of protests in Los Angeles and shortly after the city’s mayor, Karen Bass, announced an overnight curfew for parts of downtown that she said she expected would last for several days.

#newsom #california #losangeles #trump

Read the story here: https://nyti.ms/4dUm2Pg
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-11T12:00:54Z,PT41S,41,0:00:41,https://www.youtube.com/watch?v=NgANlgHaM6Y
54,The New York Times,agii5JOMryo,Inside the Crackdown on the L.A. Protests,"Experts say that some aggressive measures used by the authorities in the Los Angeles protests have violated polices as well as injunctions put into place after the George Floyd protests. Livia Albeck-Ripka, a New York Times reporter based in Los Angeles, describes how she was one of the reporters struck by crowd control munitions.

Here’s what to know about the protests: https://nyti.ms/4mWDFC1
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-10T23:08:00Z,PT2M35S,155,0:02:35,https://www.youtube.com/watch?v=agii5JOMryo
55,The New York Times,839pHIGLVXg,Protests Grow Beyond L.A. to Dozens of U.S. Cities,"The protests against the Trump administration’s immigration policies that started in Los Angeles have spread to at least two dozen cities, including San Francisco, Dallas, Austin and New York City. #immigration #LosAngeles #NYC #SanFrancisco #Dallas #Austin #Trump #ICE

Read the story here: https://nyti.ms/4jKsaLq
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-10T17:00:10Z,PT1M11S,71,0:01:11,https://www.youtube.com/watch?v=839pHIGLVXg
56,The New York Times,AmCy22fTWMc,Why the U.S. Brought Kilmar Abrego Garcia Back,"Kilmar Abrego Garcia, who was wrongly deported to El Salvador, was flown back to the U.S. on Friday to face federal criminal charges. Devlin Barrett, who covers the Justice Department, explains the charges and what may come next for Garcia. Video by Devlin Barrett, Laura Bult, Alexandra Ostasiewicz #kilmarabregogarcia #trump

Read the story here: https://nyti.ms/3TaX1pp
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-09T23:00:09Z,PT2M20S,140,0:02:20,https://www.youtube.com/watch?v=AmCy22fTWMc
57,The New York Times,UAXC3c215nw,Where the Top N.Y.C. Mayoral Candidates Stand on Key Issues,"The New York City mayoral primary is just under three weeks away. Our City Hall bureau chief, Emma Fitzsimmons, highlights the two front-runners, Andrew Cuomo and Zohran Mamdani, and their plans for the three main issues for voters. 

Video by Emma G. Fitzsimmons, Karen Hanley and James Surdam #nyc #nycmayor #AndrewCuomo #ZohranMamdani

Read the story here: https://nyti.ms/3ZZ4Ceu
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-09T21:00:29Z,PT2M39S,159,0:02:39,https://www.youtube.com/watch?v=UAXC3c215nw
58,The New York Times,vemepKjMELg,Waymo Robot Taxis Set on Fire in L.A. Protests,"Waymo, the robot taxi company, cut off service to the downtown Los Angeles area after people protesting President Trump's immigration policies set multiple self-driving vehicles on fire on Sunday. #LA #immigration #fire

Read the story here: https://nyti.ms/4n87Nuy
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-09T18:50:02Z,PT34S,34,0:00:34,https://www.youtube.com/watch?v=vemepKjMELg
59,The New York Times,KoZMuzZo9bY,Officers Confront L.A. Protesters for Third Day in Conflict Over ICE Raids,"Law enforcement officers in Los Angeles clashed for a third day on Sunday with crowds of people demonstrating against the Trump administration’s crackdown on immigration. But even as tear gas wafted over pockets of downtown, the rest of the sprawling city kept to its usual sunlit rhythms. #LosAngeles #Protests #NationalGuard

Read the story here: https://nyti.ms/43WZlW5
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-09T16:30:07Z,PT1M32S,92,0:01:32,https://www.youtube.com/watch?v=KoZMuzZo9bY
60,The New York Times,jHCdzucGZ_M,Israel Intercepts Gaza-Bound Aid Ship With Greta Thunberg Aboard,"Footage from the Freedom Flotilla Coalition and the Israeli authorities shows what happened when Israel diverted a civilian ship, with Greta Thunberg onboard, that was headed to Gaza.

Read the story here: https://nyti.ms/4dZ2XeS
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-09T15:01:13Z,PT1M25S,85,0:01:25,https://www.youtube.com/watch?v=jHCdzucGZ_M
61,The New York Times,f9jBelC0sLs,Immigration Agents Clash With Protesters in Los Angeles County,"Federal immigration officials on Saturday squared off with hundreds of protesters in Paramount, California, using tear gas, rubber bullets and flash-bang grenades to disperse people. The standoff followed a series of immigration raids that swept through Los Angeles on Friday. #losangeles #immigration #ice #california

Read the story here: https://nyti.ms/4mSp76m
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-08T01:11:00Z,PT47S,47,0:00:47,https://www.youtube.com/watch?v=f9jBelC0sLs
62,The New York Times,1k9RMz36ZsE,Runaway Zebra Evades Capture in Tennessee,"An interstate has been closed. A drone has been deployed. Professional tracking groups and trained dogs have been dispatched. They’re all on the case of this missing zebra that has been running wild in Tennessee, which residents have named Ed. #zebra #wildlife #tennessee

Read the story here: https://nyti.ms/3ZnjIue
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-06T23:45:00Z,PT21S,21,0:00:21,https://www.youtube.com/watch?v=1k9RMz36ZsE
63,The New York Times,Qt9sbQc4Q6k,"Trump’s New Travel Ban, Explained","Hamed Aleaziz, who covers the Department of Homeland Security and immigration policy for The New York Times, explains the new travel ban President Trump signed this week — and how it differs from the one from Trump's first term. #trump #travel #travelban

Read the story here: https://nyti.ms/43y9OIH
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-06T20:00:18Z,PT1M54S,114,0:01:54,https://www.youtube.com/watch?v=Qt9sbQc4Q6k
64,The New York Times,mVxMEtmXWAI,"The Trump-Musk Meltdown, Explained","Ryan Mac has covered Elon Musk for years and was co-author of a book about him, but he’s never seen anything quite like this. He describes what set off the meltdown in Musk and President Trump’s relationship, and its potential effects. Video by Ryan Mac, Gabriel Blanco and Nikolay Nikolov/The New York Times #trump #elonmusk

Read the story here: https://nyti.ms/3Zk8JBK
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-06T17:00:57Z,PT2M28S,148,0:02:28,https://www.youtube.com/watch?v=mVxMEtmXWAI
65,The New York Times,_dmD-g0jaLk,Russia Hits Kyiv in a Deadly Overnight Attack,"Russia on Friday launched one of the largest barrages of missiles and drones of the war at targets across Ukraine, killing at least four people and damaging buildings in Kyiv, two days after Moscow vowed retaliation for Ukraine’s recent audacious assault on Russian strategic bomber bases. #Ukraine #Kyiv

Read the story here: https://nyti.ms/4kTkaZi
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-06T16:30:12Z,PT50S,50,0:00:50,https://www.youtube.com/watch?v=_dmD-g0jaLk
66,The New York Times,-f-Ogzo2oc4,Watch Ana de Armas Fight Using Kitchen Utensils in ‘Ballerina’ | Anatomy of a Scene,"In one scene in “From the World of John Wick: Ballerina,” there may be too many assassins in the kitchen.

The film’s title character, the trained killer Eve (Ana de Armas), has made her way to an alpine village in Austria as part of a mission to root out a cult. But violent townspeople keep getting in her way. In a restaurant, Eve encounters a cook who aims to do more with her knife than julienne.

What follows is a brisk action scene in which kitchen utensils are wielded violently and plates are smashed frantically.

Narrating the scene, the director Len Wiseman said that during rehearsal, the goal was to “explore and use everything in a diner that could be used as a possible weapon.”

That included pans, a meat tenderizer and a pile of plates that became the centerpiece of the sequence, as the two performers are seen in an overhead shot smashing dishes over each other’s heads.

“This was one of the hardest things to do,” Wiseman said during an interview in New York, “because the plates are breakaway plates. They have one job. They break.” This meant that the actors had to be really careful picking up the plates, but also had to make the action look forceful.

In the end, Wiseman and his team just wanted to have a little fun with this sequence. “What I was going for,” he said, “is let’s have this one be violent, but also make people laugh.”

Read the New York Times review: http://bit.ly/3SANOGR
Read the story here: [ Only if applicable ]
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-06T15:00:00Z,PT1M22S,82,0:01:22,https://www.youtube.com/watch?v=-f-Ogzo2oc4
67,The New York Times,Jnbpx7FRUZk,Trump and Musk Feud With Personal Attacks,"Elon Musk and President Trump’s alliance deteriorated in a remarkably swift and public fashion over the course of a few hours on Thursday, with each posting about the other from their own social media platforms, escalating their feud with attacks over matters significant and petty. #Trump #Musk

Read the story here: https://nyti.ms/3HqVoRS
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-05T22:10:00Z,PT1M30S,90,0:01:30,https://www.youtube.com/watch?v=Jnbpx7FRUZk
68,The New York Times,i-EOmIx9P6Y,New Zealand Parliament Suspends Lawmakers for Haka Dance Protest,"New Zealand’s Parliament on Thursday suspended three opposition lawmakers over their performance of the haka, a traditional Māori dance, as a protest while the body was considering a contentious bill last year. #NewZealand #Parliament #Haka

Read the story here: https://nyti.ms/43Goc1H
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-05T20:00:37Z,PT1M1S,61,0:01:01,https://www.youtube.com/watch?v=i-EOmIx9P6Y
69,The New York Times,rgz_1Qc5pgE,How a Young Girl Survived a Fire After an Israeli Airstrike,"Video of a child escaping a burning building after an Israeli airstrike garnered widespread attention online. We found her in a hospital in Gaza and pieced together what had happened.

Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-05T16:01:26Z,PT4M38S,278,0:04:38,https://www.youtube.com/watch?v=rgz_1Qc5pgE
70,The New York Times,ZoY_TXvXwe8,Dutch Government Collapses as Wilders Withdraws Right-Wing Party,"The governing coalition in the Netherlands collapsed on Tuesday after the populist leader Geert Wilders withdrew his party over a dispute about migration policy, ending a rocky 11-month rule by the country’s first far-right government and triggering early elections. #netherlands

Read the story here: https://nyti.ms/4kWhKcG
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-05T14:05:00Z,PT56S,56,0:00:56,https://www.youtube.com/watch?v=ZoY_TXvXwe8
71,The New York Times,sIFYd1oPOdQ,Who Is South Korea’s New Leader?,"Lee Jae-myung has won South Korea's presidential election by a wide margin, after the country faced months of political turmoil. Lee’s campaign has ridden a wave of anger against former President Yoon Suk Yeol after he tried to impose martial law in December. Video by Choe Sang-Hun and Nikolay Nikolov/The New York Times. #SouthKorea #Elections #LeeJaemyung

Read the story here: https://nyti.ms/3FETywh
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",2025-06-04T23:01:02Z,PT2M45S,165,0:02:45,https://www.youtube.com/watch?v=sIFYd1oPOdQ
